Date,Open,High,Low,Close,Adj Close,Volume,Close-Open,% change
1985-10-01,110.62000274658203,133.18499755859375,106.75,132.2949981689453,132.2949981689453,11868080000.0,21.67499542236328,0.1959410132362612
1986-01-01,132.2949981689453,149.2050018310547,128.05499267578125,148.86000061035156,148.86000061035156,14660900000.0,16.56500244140625,0.12521261325581007
1986-04-01,148.86000061035156,163.97999572753906,144.8300018310547,162.61500549316406,162.61500549316406,15592640000.0,13.7550048828125,0.09240228957688175
1986-07-01,162.61500549316406,164.55999755859375,133.27999877929688,137.4949951171875,137.4949951171875,13431520000.0,-25.120010375976562,-0.15447535299583745
1986-10-01,137.52000427246094,150.85000610351562,137.40499877929688,141.40499877929688,141.40499877929688,13673100000.0,3.8849945068359375,0.02825039547801939
1987-01-01,141.40499877929688,191.7449951171875,141.40499877929688,186.0399932861328,186.0399932861328,19038640000.0,44.63499450683594,0.31565358291542206
1987-04-01,186.0399932861328,193.36000061035156,177.50999450683594,189.24000549316406,189.24000549316406,18171200000.0,3.20001220703125,0.0172006682569031
1987-07-01,189.24000549316406,212.1649932861328,186.56500244140625,205.5050048828125,205.5050048828125,19216800000.0,16.264999389648438,0.08594905367531275
1987-10-01,205.5050048828125,214.02999877929688,126.25,156.25,156.25,19030520000.0,-49.2550048828125,-0.23967788478387547
1988-01-01,156.25,182.73500061035156,151.57000732421875,173.25999450683594,173.25999450683594,16225980000.0,17.009994506835938,0.10886396484375
1988-04-01,173.25999450683594,189.34500122070312,166.76499938964844,189.02499389648438,189.02499389648438,16131240000.0,15.764999389648438,0.09099041838551157
1988-07-01,189.22999572753906,192.77000427246094,167.1699981689453,179.36500549316406,179.36500549316406,15089460000.0,-9.864990234375,-0.052132275311040054
1988-10-01,179.2899932861328,180.52499389648438,162.65499877929688,177.41000366210938,177.41000366210938,14538240000.0,-1.8799896240234375,-0.010485747640266354
1989-01-01,177.39999389648438,192.9949951171875,172.94500732421875,185.8699951171875,185.8699951171875,16225460000.0,8.470001220703125,0.047745217091977474
1989-04-01,185.8699951171875,220.80999755859375,184.4499969482422,204.5850067138672,204.5850067138672,17502900000.0,18.715011596679688,0.10068871839631904
1989-07-01,204.5850067138672,227.63499450683594,203.61000061035156,226.38999938964844,226.38999938964844,16359040000.0,21.80499267578125,0.1065815771449847
1989-10-01,226.4149932861328,238.84500122070312,208.68499755859375,223.8350067138672,223.8350067138672,16940780000.0,-2.579986572265625,-0.011394945779960593
1990-01-01,223.8350067138672,228.94000244140625,196.68499755859375,213.14500427246094,213.14500427246094,16676400000.0,-10.69000244140625,-0.04775840293413754
1990-04-01,213.14500427246094,242.84500122070312,202.97000122070312,238.4600067138672,238.4600067138672,18405420000.0,25.31500244140625,0.11876892225466545
1990-07-01,238.4600067138672,246.81500244140625,169.3249969482422,177.05499267578125,177.05499267578125,16371160000.0,-61.40501403808594,-0.25750655166158326
1990-10-01,177.05499267578125,203.48500061035156,162.5500030517578,200.52999877929688,200.52999877929688,15133620000.0,23.475006103515625,0.13258595958659283
1991-01-01,200.52999877929688,267.92999267578125,190.89500427246094,264.9049987792969,264.9049987792969,19645060000.0,64.375,0.32102428759724405
1991-04-01,264.9049987792969,286.04998779296875,249.78500366210938,254.19500732421875,254.19500732421875,20654360000.0,-10.709991455078125,-0.04042955589524777
1991-07-01,254.19500732421875,290.9150085449219,249.9949951171875,287.5350036621094,287.5350036621094,19182320000.0,33.339996337890625,0.13115913128603024
1991-10-01,287.5350036621094,332.5799865722656,276.510009765625,330.8550109863281,330.8550109863281,22806880000.0,43.32000732421875,0.1506599432155583
1992-01-01,330.8550109863281,357.70001220703125,320.1549987792969,323.04998779296875,323.04998779296875,27746660000.0,-7.805023193359375,-0.023590463901669304
1992-04-01,323.04998779296875,326.7900085449219,288.010009765625,301.2300109863281,301.2300109863281,21302640000.0,-21.819976806640625,-0.06754365463905937
1992-07-01,301.2300109863281,324.69000244140625,287.635009765625,313.18499755859375,313.18499755859375,20751540000.0,11.954986572265625,0.03968723611940586
1992-10-01,313.18499755859375,363.2049865722656,291.9649963378906,360.18499755859375,360.18499755859375,27156060000.0,47.0,0.15007104544082375
1993-01-01,360.18499755859375,384.67498779296875,337.1449890136719,359.4200134277344,359.4200134277344,30560440000.0,-0.764984130859375,-0.002123864503087555
1993-04-01,359.4200134277344,376.5299987792969,326.55999755859375,366.125,366.125,30729540000.0,6.704986572265625,0.01865501731058652
